Humidity (%),Pressure (hPa),Wind Speed (km/h),Dew Point (°C),Feels Like (°C),Cloud Cover (%),UV Index,Visibility (km),Solar Energy (kWh/m²),Solar Radiation (W/m²),Wind Gust (km/h),Daylight Duration (min),Month,DayOfWeek,Wind_X,Wind_Y,Humidity_Medium,Humidity_High
74.9,1011.0,15.8,21.5,28.0,12.5,9.0,17.3,20.6,240.4,30.2,727.6666666666666,3,5,-0.760405965600031,-0.6494480483301835,False,True
78.6,1011.6,16.6,23.4,30.1,11.4,8.0,17.4,20.3,236.6,32.0,728.6833333333333,3,6,-0.7569950556517565,-0.6534206039901054,False,True
78.3,1011.9,14.4,23.5,30.6,9.3,8.0,17.4,20.4,237.6,34.6,729.6833333333333,3,0,-0.9040825496607784,-0.42735786338719234,False,True
76.1,1010.9,18.7,23.4,31.0,9.3,9.0,17.7,21.6,249.1,33.8,730.6833333333333,3,1,-0.8553642601605068,-0.51802700937313,False,True
75.6,1010.5,21.6,23.5,31.6,12.8,9.0,17.4,21.8,251.1,36.0,731.7,3,2,-0.7847763705330829,-0.6197790317951402,False,True
76.0,1011.1,17.3,24.0,32.6,12.1,9.0,18.3,22.3,259.0,28.4,732.7,3,3,-0.8625136692072574,-0.506033764121164,False,True
74.1,1009.1,21.2,23.5,32.0,8.7,10.0,24.1,23.5,270.9,38.5,733.7166666666667,3,4,-0.8038568606172175,-0.594822786751341,False,True
76.0,1007.2,25.9,23.8,32.0,13.2,9.0,24.1,23.3,269.3,46.8,734.7166666666667,3,5,-0.8377187166204388,-0.546101961014429,False,True
78.7,1007.4,25.9,24.9,34.2,12.7,10.0,24.1,23.0,265.3,44.3,735.7166666666667,3,6,-0.8329212407100995,-0.5533915492433439,False,True
80.2,1008.8,23.8,24.8,33.1,28.1,9.0,24.1,23.3,268.3,42.1,736.7166666666667,3,0,-0.8589598969306643,-0.5120428648705717,False,True
77.2,1010.0,18.4,23.9,31.5,14.4,9.0,23.8,22.9,261.8,35.6,737.7166666666667,3,1,-0.9092361090470686,-0.416280792260401,False,True
74.7,1010.5,17.3,23.6,32.0,10.9,9.0,24.1,23.7,275.1,33.1,738.7166666666667,4,2,-0.907044014291465,-0.42103581336749096,False,True
73.2,1010.9,20.9,23.2,31.5,7.3,10.0,24.1,25.5,294.1,37.1,739.7,4,3,-0.8171448983351286,-0.5764323161697931,False,True
78.9,1010.0,22.0,24.8,33.5,34.5,10.0,24.1,24.9,287.0,39.6,740.6833333333333,4,4,-0.838670567945424,-0.5446390350150271,False,True
79.3,1008.4,21.6,24.6,32.8,81.7,9.0,24.1,22.9,266.1,38.9,741.6833333333333,4,5,-0.8290375725550417,-0.5591929034707467,False,True
80.2,1007.9,22.0,25.1,34.0,57.0,9.0,24.1,22.6,263.3,37.8,742.6666666666666,4,6,-0.8544588301328073,-0.5195191118795094,False,True
82.0,1009.3,22.3,24.8,32.7,31.3,8.0,21.3,20.4,235.7,41.0,743.65,4,0,-0.8668967489356029,-0.49848773975383015,False,True
78.8,1008.9,21.2,24.9,33.7,18.3,10.0,24.1,23.4,271.2,39.6,744.6333333333333,4,1,-0.8589598969306643,-0.5120428648705717,False,True
81.6,1008.6,24.8,25.7,35.5,16.7,9.0,24.1,22.3,257.7,39.6,745.6,4,2,-0.8090169943749475,-0.587785252292473,False,True
82.0,1009.3,25.9,26.0,36.2,27.8,9.0,24.1,21.7,249.6,40.3,746.5833333333334,4,3,-0.7682835235935233,-0.6401096994849556,False,True
83.3,1010.4,19.4,26.5,37.2,18.7,9.0,24.1,21.8,251.0,34.9,747.55,4,4,-0.8625136692072574,-0.506033764121164,False,True
80.9,1010.2,20.2,25.7,35.8,16.9,8.0,24.1,22.0,253.8,36.0,748.5166666666667,4,5,-0.8090169943749475,-0.587785252292473,False,True
81.7,1008.6,22.7,25.7,35.3,7.1,9.0,24.1,23.6,273.5,39.6,749.5,4,6,-0.8660254037844386,-0.5000000000000001,False,True
79.9,1009.0,25.6,25.2,34.5,7.3,10.0,24.1,24.2,279.0,44.6,750.45,4,0,-0.8241261886220156,-0.5664062369248329,False,True
79.0,1008.7,25.6,25.2,34.8,6.9,9.0,24.1,24.2,280.0,43.6,751.4,4,1,-0.7965299180241964,-0.6045991148623747,False,True
80.1,1006.8,25.6,25.3,34.9,8.9,9.0,24.1,24.8,285.8,43.6,752.3666666666667,4,2,-0.8300122850953675,-0.5577451089796901,False,True
82.8,1006.9,26.6,25.7,35.0,22.5,10.0,24.1,24.9,287.0,46.1,753.3,4,3,-0.8348478632634065,-0.5504807400849956,False,True
81.0,1007.9,23.8,25.6,35.4,11.9,10.0,24.1,24.7,286.6,42.5,754.2333333333333,4,4,-0.845261833221856,-0.5343523493898266,False,True
82.8,1007.8,22.7,25.9,35.3,54.1,10.0,24.1,25.1,291.5,41.4,755.1666666666666,4,5,-0.8607420270039436,-0.5090414157503712,False,True
69.5,1007.6,27.4,23.2,33.4,50.9,10.0,24.1,27.0,313.7,38.9,756.1,4,6,-0.8829475928589269,-0.46947156278589086,False,True
64.7,1006.9,31.0,22.1,32.8,6.3,10.0,24.1,27.4,318.0,37.8,757.0333333333333,4,0,-0.8517269341430478,-0.5239859059700789,False,True
57.8,1006.6,31.0,20.8,33.0,42.3,10.0,24.1,26.4,304.0,39.6,757.9666666666667,4,1,-0.7021530529951625,-0.7120260459909964,True,False
61.6,1006.3,28.1,21.7,33.0,56.3,10.0,24.1,24.9,290.3,31.7,758.8666666666667,4,2,-0.8660254037844386,-0.5000000000000001,False,True
58.7,1005.8,27.4,21.1,33.1,36.5,10.0,24.1,25.9,298.8,34.9,759.7666666666667,4,3,-0.8941542368393682,-0.44775908783876955,True,False
65.2,1006.2,27.7,22.2,32.8,54.6,10.0,24.1,27.3,316.5,34.9,760.6666666666666,4,4,-0.8972583696743285,-0.44150585279174503,False,True
69.4,1007.7,27.4,22.8,32.5,82.7,10.0,24.1,25.9,299.4,36.4,761.5666666666667,4,5,-0.907044014291465,-0.42103581336749096,False,True
